starting,Executing hook on transaction ,checking permissions,Opening tables,init,System lock,optimizing,statistics,preparing,Creating tmp table,executing,end,query end,waiting for handler commit,removing tmp table,closing tables,freeing items,cleaning up,total,rowScan,rowOut,Timestamp
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.130913,2.1e-05,8e-06,2.1e-05,7.2e-05,1.1e-05,4.1e-05,1.4999999999999999e-05,0.131277,64077,64077.0,1606384350.634383
4.9e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.1e-05,0.067664,1.8e-05,7.000000000000003e-06,1.8e-05,4.3e-05,1e-05,3.1e-05,1.3e-05,0.067972,64253,64253.0,1606384410.7910414
4.9e-05,7.000000000000003e-06,7.000000000000003e-06,2.2e-05,9e-06,1e-05,8e-06,1.2e-05,1.2e-05,2.9999999999999997e-05,0.066385,1.7e-05,7.000000000000003e-06,1.8e-05,4.4e-05,1e-05,2.8999999999999997e-05,1.3000000000000001e-05,0.066689,64432,64432.0,1606384470.9482632
5.9e-05,8e-06,8e-06,2.5e-05,8e-06,1e-05,9e-06,1.4e-05,1.4e-05,3.4e-05,0.12600899999999998,1.8e-05,7.000000000000003e-06,1.9e-05,4.3e-05,1.1e-05,3.6e-05,1.4e-05,0.126346,64612,64612.0,1606384531.1608994
6.6e-05,8e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.113328,1.4999999999999999e-05,7.000000000000003e-06,1.9e-05,4.6e-05,1.1e-05,3.3e-05,1.3000000000000001e-05,0.11366099999999996,64787,64787.0,1606384591.3557286
4.8e-05,7.000000000000003e-06,8e-06,2.1e-05,8e-06,9e-06,7.000000000000003e-06,1.2e-05,1.2e-05,3e-05,0.089032,1.8e-05,6e-06,1.9e-05,4.8e-05,1e-05,3.2e-05,1.3e-05,0.08934,64968,64968.0,1606384651.5231245
5.3e-05,8e-06,8e-06,2.2e-05,9e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.13392,2e-05,8e-06,2.2e-05,8.4e-05,1e-05,3.9e-05,1.4999999999999999e-05,0.134294,65144,65144.0,1606384711.7411375
4.3e-05,6e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.5e-05,0.130939,1.8e-05,7.000000000000003e-06,2.2e-05,7.8e-05,1e-05,3.7e-05,1.4e-05,0.13126400000000002,65325,65325.0,1606384771.958302
5.9e-05,7.000000000000003e-06,8e-06,2.6000000000000002e-05,1e-05,1e-05,8e-06,1.4000000000000001e-05,1.3000000000000001e-05,3.4e-05,0.110153,1.8e-05,7.000000000000003e-06,2e-05,6.3e-05,1.1e-05,3.3e-05,1.7e-05,0.11051099999999996,65505,65505.0,1606384832.1578846
5e-05,8e-06,8e-06,2.2e-05,9e-06,1.1e-05,8e-06,1.2e-05,1.3e-05,3.1e-05,0.140956,1.7e-05,6e-06,1.9e-05,6.7e-05,1e-05,3.2e-05,1.3e-05,0.141292,65686,65686.0,1606384892.3431282
4.3e-05,5e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.5e-05,0.072915,2.1e-05,7.000000000000003e-06,2e-05,5.9e-05,1.1e-05,3.9e-05,1.9e-05,0.073229,65862,65862.0,1606384952.497649
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.13661099999999998,2.2e-05,9e-06,2.5e-05,8.9e-05,1.5e-05,4.2e-05,1.6e-05,0.137003,66032,66032.0,1606385012.723732
4.1e-05,6e-06,6e-06,1.7e-05,6e-06,8e-06,6e-06,1e-05,9e-06,2.4e-05,0.067575,1.6e-05,6e-06,1.6e-05,5.2000000000000004e-05,8e-06,2.9999999999999997e-05,1.4000000000000001e-05,0.06785,66212,66212.0,1606385072.8806586
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.136205,1.8e-05,7.000000000000003e-06,2.4e-05,9.6e-05,1.1e-05,4e-05,1.5e-05,0.13659000000000002,66384,66384.0,1606385133.110182
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,7.000000000000003e-06,1.4000000000000001e-05,1.4000000000000001e-05,3.3e-05,0.087702,1.7e-05,7.000000000000003e-06,1.8e-05,5.3e-05,9e-06,2.9999999999999997e-05,1.4999999999999999e-05,0.088029,66564,66564.0,1606385193.2811768
5.7e-05,1e-05,9e-06,2.5e-05,9e-06,1.1e-05,9e-06,1.4e-05,1.5e-05,3.5e-05,0.069755,1.2e-05,6e-06,1.7e-05,4.8e-05,8e-06,2.8000000000000013e-05,1.1e-05,0.070079,66737,66737.0,1606385253.4141195
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.081102,1.9e-05,6e-06,1.8e-05,4.8e-05,1e-05,3.3e-05,1.3000000000000001e-05,0.081423,66915,66915.0,1606385313.5808847
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.1e-05,0.137442,2.3e-05,1e-05,2.4e-05,9e-05,1.3e-05,4.7e-05,3.4e-05,0.13785799999999998,67086,67086.0,1606385373.7841175
5.600000000000001e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.133258,1.7e-05,7.000000000000003e-06,1.7e-05,5.600000000000001e-05,9e-06,3.2e-05,1.1e-05,0.13358699999999998,66946,66946.0,1606385433.9908295
5.3e-05,8e-06,7.000000000000003e-06,2.2e-05,9e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.129665,1.9e-05,7.000000000000003e-06,1.9e-05,5.3e-05,1.1e-05,3.6e-05,1.4e-05,0.129998,67119,67119.0,1606385494.1456394
6.6e-05,9e-06,1e-05,2.8999999999999997e-05,1e-05,1.3000000000000001e-05,1.1e-05,1.6e-05,1.4999999999999999e-05,4.1e-05,0.07256699999999999,1.6e-05,6e-06,1.7e-05,6.7e-05,9e-06,3.4e-05,1.4000000000000001e-05,0.07295,67295,67295.0,1606385554.2768474
5.3e-05,8e-06,8e-06,2.3e-05,9e-06,1.1e-05,8e-06,1.2e-05,1.3e-05,3.3e-05,0.138649,2.1e-05,8e-06,2.6e-05,8.7e-05,1.4e-05,4.4e-05,3.3e-05,0.13906,67468,67468.0,1606385614.4983318
4.4e-05,6e-06,6e-06,1.9e-05,7.000000000000003e-06,9e-06,6e-06,1e-05,1e-05,2.5e-05,0.070296,1.8e-05,7.000000000000003e-06,2.1e-05,5.9e-05,1e-05,3.4e-05,1.4999999999999999e-05,0.070602,67645,67645.0,1606385674.6607811
5.2e-05,7.000000000000003e-06,7.000000000000003e-06,2.3e-05,8e-06,1e-05,7.000000000000003e-06,1.4e-05,1.3e-05,3.1e-05,0.141066,2.3e-05,8e-06,2.5e-05,7.900000000000001e-05,1.4e-05,4.7e-05,1.7e-05,0.141451,67818,67818.0,1606385734.8844109
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.138652,1.9e-05,8e-06,2.2e-05,9.2e-05,1.1e-05,4e-05,1.4000000000000001e-05,0.13903,67994,67994.0,1606385795.1136851
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.115276,2e-05,7.000000000000003e-06,2e-05,5.3e-05,1.1e-05,3.6e-05,1.4e-05,0.115613,68163,68163.0,1606385855.3219898
5.3e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.3000000000000001e-05,3.1e-05,0.14013,2.2e-05,9e-06,2.5e-05,9.1e-05,1.3000000000000001e-05,4.8e-05,1.7e-05,0.140528,68331,68331.0,1606385915.5556855
5.400000000000001e-05,8e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.3e-05,3.2e-05,0.115856,1.9e-05,7.000000000000003e-06,1.9e-05,5.400000000000001e-05,1.1e-05,3.6e-05,1.3e-05,0.116193,68506,68506.0,1606385975.7591894
5.5e-05,8e-06,8e-06,2.4e-05,9e-06,1e-05,9e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.143033,2.2e-05,8e-06,2.7000000000000002e-05,9.300000000000001e-05,1.4999999999999999e-05,4.7e-05,1.8e-05,0.14344500000000002,68678,68678.0,1606386035.9972892
5.3e-05,7.000000000000003e-06,8e-06,2.4e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.14186400000000002,2e-05,7.000000000000003e-06,2.4e-05,0.000114,1.2e-05,3.9e-05,1.6e-05,0.142272,68851,68851.0,1606386096.2295115
5.3e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.2e-05,1.3000000000000001e-05,3.1e-05,0.141373,2.1e-05,8e-06,2.4e-05,8.2e-05,1.1e-05,3.9e-05,1.4999999999999999e-05,0.141748,69016,69016.0,1606386156.4635286
5.5e-05,8e-06,8e-06,2.3e-05,9e-06,1.1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.142999,2.3e-05,8e-06,2.7e-05,0.0001,1.3e-05,5.2e-05,1.8e-05,0.14341900000000002,69184,69184.0,1606386216.6426349
5.2000000000000004e-05,8e-06,8e-06,2.3e-05,9e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.1e-05,0.121366,1.7e-05,6e-06,1.9e-05,6.6e-05,1e-05,3.3e-05,1.3000000000000001e-05,0.121706,69355,69355.0,1606386276.8329525
8.6e-05,9e-06,1e-05,3.1e-05,1.1e-05,1.4e-05,1.1e-05,1.7e-05,1.6e-05,4.2e-05,0.075498,1.7e-05,7.000000000000003e-06,2.1e-05,6.3e-05,1e-05,3.4e-05,1.3e-05,0.07591,69528,69528.0,1606386337.0026054
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.4e-05,8e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.095829,1.4999999999999999e-05,6e-06,1.7e-05,6.1e-05,9e-06,3.1e-05,1.2e-05,0.096157,69696,69696.0,1606386397.1880414
5.600000000000001e-05,8e-06,7.000000000000003e-06,2.3e-05,9e-06,1.1e-05,8e-06,1.3e-05,1.2e-05,3.3e-05,0.13051400000000002,1.8e-05,8e-06,2.3e-05,9.5e-05,1.1e-05,3.8e-05,1.4e-05,0.130901,69869,69869.0,1606386457.4099016
4.2e-05,5e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.4e-05,0.071904,1.7e-05,7.000000000000003e-06,1.8e-05,5.9999999999999995e-05,1e-05,3.7e-05,1.3000000000000001e-05,0.072202,70039,70039.0,1606386517.5698574
5.1e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.14485599999999998,2.3e-05,1e-05,2.6e-05,9.7e-05,1.4e-05,5.1e-05,1.7e-05,0.145264,70204,70204.0,1606386577.8004062
4.9e-05,7.000000000000003e-06,7.000000000000003e-06,2.1e-05,8e-06,9e-06,8e-06,1.2e-05,1.2e-05,2.9999999999999997e-05,0.072828,1.7e-05,7.000000000000003e-06,1.9e-05,5.9999999999999995e-05,1e-05,3.5e-05,1.6e-05,0.073155,70373,70373.0,1606386637.964983
5.1e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,7.000000000000003e-06,1.3e-05,1.2e-05,3e-05,0.147561,1.7e-05,6e-06,1.7e-05,7.2e-05,9e-06,3e-05,1.2e-05,0.147893,70544,70544.0,1606386698.204587
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.2e-05,1.3000000000000001e-05,3.1e-05,0.144174,2.3e-05,8e-06,2.6000000000000002e-05,0.000101,1.4000000000000001e-05,4.2e-05,1.7e-05,0.14457899999999999,70709,70709.0,1606386758.4315307
5.2e-05,8e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.134578,1.6e-05,6e-06,1.7e-05,6.4e-05,9e-06,3.1e-05,2.8000000000000013e-05,0.13492300000000002,70876,70876.0,1606386818.6217954
5.3e-05,8e-06,7.000000000000003e-06,2.3e-05,8e-06,1.1e-05,7.000000000000003e-06,1.3000000000000001e-05,1.2e-05,3.1e-05,0.13070199999999998,1.9e-05,7.000000000000003e-06,2.1e-05,9.7e-05,1.2e-05,3.6e-05,1.4000000000000001e-05,0.131081,71047,71047.0,1606386878.8357742
5.400000000000001e-05,7.000000000000003e-06,9e-06,2.2e-05,9e-06,1e-05,9e-06,1.3e-05,1.2e-05,3.2e-05,0.128494,1.7e-05,6e-06,1.7e-05,6.3e-05,9e-06,3.1e-05,1.1e-05,0.128825,71218,71218.0,1606386939.059599
4.1e-05,6e-06,6e-06,1.7e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.4e-05,0.072013,1.9e-05,7.000000000000003e-06,2e-05,6.9e-05,1.1e-05,3.1e-05,1.6e-05,0.07232100000000001,71382,71382.0,1606386999.2232802
4.3e-05,6e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.4e-05,0.075269,1.6e-05,5e-06,1.6e-05,7.8e-05,9e-06,2.9e-05,1.4e-05,0.075574,71543,71543.0,1606387059.3884814
5.5e-05,7.000000000000003e-06,7.000000000000003e-06,2.4e-05,8e-06,1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.149198,2.1e-05,8e-06,2.3e-05,0.000113,1.1e-05,3.9e-05,1.6e-05,0.149605,71707,71707.0,1606387119.632902
5.2e-05,7.000000000000003e-06,8e-06,2.4e-05,1e-05,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.147604,1.9e-05,8e-06,2.4e-05,0.000103,1.2e-05,4.1e-05,1.4e-05,0.148001,71875,71875.0,1606387179.8755589
5.3e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.110002,1.8e-05,6e-06,2e-05,7.8e-05,1e-05,3.2e-05,1.4000000000000001e-05,0.110354,72036,72036.0,1606387240.0763144
4.8e-05,6e-06,6e-06,1.9e-05,7.000000000000003e-06,9e-06,7.000000000000003e-06,1e-05,1e-05,2.6e-05,0.090261,2.2e-05,8e-06,2.5e-05,0.00011,1.3e-05,4.1e-05,1.6e-05,0.090644,72197,72197.0,1606387300.2573164
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.150069,2e-05,8e-06,2.3e-05,0.00010400000000000001,1.2e-05,3.9e-05,1.4999999999999999e-05,0.15046600000000002,72365,72365.0,1606387360.501659
6.6e-05,1.1e-05,1.1e-05,2.9e-05,1.1e-05,1.3e-05,1e-05,1.7e-05,1.6e-05,4.1e-05,0.077806,1.6e-05,7.000000000000003e-06,1.7e-05,7.099999999999999e-05,9e-06,3e-05,1.1e-05,0.078192,72527,72527.0,1606387420.674624
4.3e-05,6e-06,9e-06,2e-05,7.000000000000003e-06,9e-06,7.000000000000003e-06,1.2e-05,1.3000000000000001e-05,2.8000000000000013e-05,0.075776,1.8e-05,7.000000000000003e-06,2e-05,6.8e-05,1e-05,3.4e-05,1.4999999999999999e-05,0.076102,72685,72685.0,1606387480.7873929
7.900000000000001e-05,8e-06,8e-06,2.5e-05,9e-06,1e-05,9e-06,1.4e-05,1.3e-05,3.4e-05,0.15124200000000002,2e-05,7.000000000000003e-06,2.2e-05,0.000116,1.1e-05,3.6e-05,1.5e-05,0.151678,72849,72849.0,1606387541.0323768
5.400000000000001e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.130652,1.8e-05,6e-06,2e-05,7.3e-05,1.1e-05,3.4e-05,1.3000000000000001e-05,0.13100499999999998,73017,73017.0,1606387601.2579188
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.149383,2.1e-05,7.000000000000003e-06,2e-05,7.4e-05,1.1e-05,4.2e-05,1.3e-05,0.149746,73179,73179.0,1606387661.464633
5.5e-05,8e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.151361,2.1e-05,8e-06,2.4e-05,0.00011,1.4000000000000001e-05,4.3e-05,1.7e-05,0.151776,73343,73343.0,1606387721.7113733
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.2e-05,0.15121099999999998,2.2e-05,9e-06,2.6e-05,0.000125,1.4e-05,4.4e-05,1.7e-05,0.151643,73509,73509.0,1606387781.9347339
5.6999999999999996e-05,8e-06,9e-06,2.5e-05,9e-06,1.1e-05,8e-06,1.4000000000000001e-05,1.4000000000000001e-05,3.4e-05,0.154641,2e-05,8e-06,2.4e-05,0.000131,1.3000000000000001e-05,4.1e-05,1.4999999999999999e-05,0.155082,73666,73666.0,1606387842.182599
5.2e-05,1.9e-05,8e-06,2.2e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3e-05,0.109324,1.9e-05,6e-06,1.9e-05,8.8e-05,1e-05,3.5e-05,1.2e-05,0.109693,73830,73830.0,1606387902.384532
5e-05,7.000000000000003e-06,8e-06,2.1e-05,9e-06,9e-06,8e-06,1.2e-05,1.2e-05,2.9999999999999997e-05,0.079825,1.8e-05,7.000000000000003e-06,2e-05,7.3e-05,1.1e-05,3.7e-05,1.7e-05,0.080174,73995,73995.0,1606387962.5593972
5.2e-05,7.000000000000003e-06,9e-06,2.2e-05,8e-06,1e-05,9e-06,1.2e-05,1.3e-05,3.2e-05,0.15345699999999998,2e-05,8e-06,2.7e-05,0.000139,1.3e-05,4.9e-05,1.7e-05,0.153904,74151,74151.0,1606388022.7885802
5.1e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1.2e-05,2.8999999999999997e-05,0.149776,1.9e-05,8e-06,2.4e-05,0.00014099999999999998,1.2e-05,3.6e-05,1.6e-05,0.150199,74381,74381.0,1606388083.0342135
6.1e-05,8e-06,8e-06,2.7e-05,9e-06,1.1e-05,8e-06,1.3e-05,1.3e-05,3.5e-05,0.153843,2e-05,8e-06,2.7e-05,0.000125,1.4e-05,4.3e-05,1.7e-05,0.15429,74541,74541.0,1606388143.281585
5.1e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.4000000000000001e-05,3.2e-05,0.13642200000000002,1.7e-05,7.000000000000003e-06,2e-05,8.4e-05,1.1e-05,3.5e-05,1.4000000000000001e-05,0.136785,74703,74703.0,1606388203.5115778
5.9e-05,8e-06,9e-06,2.7e-05,9e-06,1.1e-05,9e-06,1.5e-05,1.4e-05,3.7e-05,0.116584,1.9e-05,8e-06,2.6e-05,0.000106,1.3e-05,3.8e-05,1.6e-05,0.117008,74858,74858.0,1606388263.7215285
5.400000000000001e-05,8e-06,8e-06,2.4e-05,9e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.152865,2e-05,7.000000000000003e-06,2.1e-05,7.4e-05,1.1e-05,3.7e-05,3.1e-05,0.153246,75019,75019.0,1606388323.9683366
4.9e-05,7.000000000000003e-06,7.000000000000003e-06,2.2e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.1e-05,2.9e-05,0.08066799999999999,1.6e-05,6e-06,1.9e-05,7.900000000000001e-05,9e-06,3.1e-05,1.2e-05,0.081002,75178,75178.0,1606388384.1441324
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.130689,2e-05,7.000000000000003e-06,1.9e-05,8.4e-05,1.1e-05,3.7e-05,1.3000000000000001e-05,0.131051,75333,75333.0,1606388444.3698175
6.2e-05,9e-06,1e-05,2.9e-05,1.1e-05,1.4e-05,1.1e-05,1.6e-05,1.6e-05,4.2e-05,0.08174,2e-05,7.000000000000003e-06,2.1e-05,7.4e-05,1.1e-05,3.4e-05,1.4e-05,0.08214099999999999,75491,75491.0,1606388504.5374467
5.1e-05,6e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,7.000000000000003e-06,2e-05,1.1e-05,2.5e-05,0.147019,1.7e-05,6e-06,1.7e-05,8.499999999999999e-05,8e-06,2.9999999999999997e-05,1.1e-05,0.147352,75649,75649.0,1606388564.7733386
5.3e-05,7.000000000000003e-06,9e-06,2.4e-05,9e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.156708,2.2e-05,9e-06,2.7e-05,0.000127,1.4e-05,4.5e-05,1.8e-05,0.157147,75809,75809.0,1606388625.016272
4e-05,5e-06,6e-06,1.6e-05,6e-06,8e-06,6e-06,1e-05,9e-06,2.4e-05,0.079691,1.9e-05,7.000000000000003e-06,1.9e-05,7.4e-05,1.1e-05,3.1e-05,1.2e-05,0.07999400000000001,75964,75964.0,1606388685.1905046
5.1e-05,7.000000000000002e-06,7.000000000000002e-06,2.1e-05,8e-06,1e-05,7.000000000000002e-06,1.3e-05,1.2e-05,3e-05,0.091858,1.8e-05,6e-06,1.6e-05,8.7e-05,8e-06,3.2e-05,1.1e-05,0.092202,76124,76124.0,1606388745.3514915
5.4000000000000005e-05,7.000000000000001e-06,8e-06,2.4e-05,1e-05,1e-05,8e-06,1.4000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.157227,2.1e-05,8e-06,2.6000000000000002e-05,0.00013700000000000002,1.2e-05,4.3e-05,1.6e-05,0.157671,76286,76286.0,1606388805.6049552
0.000053,0.000007,0.000008,0.000023,0.000009,0.000010,0.000008,0.000012,0.000012,0.000032,0.104242,0.000017,0.000006,0.000021,0.000073,0.000012,0.000037,0.000013,0.104595,76441,76441.0,1606388865.8044348
